source,layer,name,lat,lon,addendum_json_gbif,addendum_json_georg
GBIF,s-fbo,"Sweden, Province Uppland, Fasterna parish, Rimbo, Rånäs, Freden",59.78,18.32,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S10-6978"",""catalogNumber"":""S10-6978"",""higherGeography"":""Europe; Sweden; Uppland; Fasterna"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Uppland"",""locality"":""Sweden. Province Uppland. Fasterna parish, ca. 10 km NW of Rimbo, Rånäs, at cottage Freden. In dry sunny forest margin. Perennial herb. Ray florets white; disc yellow."",""verbatimLocality"":""Sweden. Province Uppland. Fasterna parish, ca. 10 km NW of Rimbo, Rånäs, at cottage Freden. In dry sunny forest margin. Perennial herb. Ray florets white; disc yellow."",""decimalLatitude"":""18.32"",""decimalLongitude"":""59.78""}","{""locationDisplayLabel"":""Rimbo, Rånäs, Freden"",""verbatimTokens"":[""Sweden"",""Province Uppland"",""Fasterna parish"",""Rimbo"",""Rånäs"",""Freden""]}"
GBIF,s-fbo,"Sweden, Province Uppland, Fasterna parish, Rimbo, Rånäs, Freden",59.78,18.32,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S10-6979"",""catalogNumber"":""S10-6979"",""higherGeography"":""Europe; Sweden; Uppland; Fasterna"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Uppland"",""locality"":""Sweden. Province Uppland. Fasterna parish, ca. 10 km NW of Rimbo, Rånäs, at cottage Freden. In dry sunny forest margin. Perennial herb. Flowers violet in some plants, white in others."",""verbatimLocality"":""Sweden. Province Uppland. Fasterna parish, ca. 10 km NW of Rimbo, Rånäs, at cottage Freden. In dry sunny forest margin. Perennial herb. Flowers violet in some plants, white in others."",""decimalLatitude"":""18.32"",""decimalLongitude"":""59.78""}","{""locationDisplayLabel"":""Rimbo, Rånäs, Freden"",""verbatimTokens"":[""Sweden"",""Province Uppland"",""Fasterna parish"",""Rimbo"",""Rånäs"",""Freden""]}"
GBIF,s-fbo,"Sweden, Province Uppland, Fasterna parish, Rimbo, Rånäs, Freden",59.78,18.32,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S10-6981"",""catalogNumber"":""S10-6981"",""higherGeography"":""Europe; Sweden; Uppland; Fasterna"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Uppland"",""locality"":""Sweden. Province Uppland. Fasterna parish, ca. 10 km NW of Rimbo, Rånäs, at cottage Freden. In meadow. Tufted perennial."",""verbatimLocality"":""Sweden. Province Uppland. Fasterna parish, ca. 10 km NW of Rimbo, Rånäs, at cottage Freden. In meadow. Tufted perennial."",""decimalLatitude"":""18.32"",""decimalLongitude"":""59.78""}","{""locationDisplayLabel"":""Rimbo, Rånäs, Freden"",""verbatimTokens"":[""Sweden"",""Province Uppland"",""Fasterna parish"",""Rimbo"",""Rånäs"",""Freden""]}"
GBIF,s-fbo,"Sweden, Province Uppland, Fasterna parish, Rimbo, Rånäs, Freden",59.78,18.32,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S10-6982"",""catalogNumber"":""S10-6982"",""higherGeography"":""Europe; Sweden; Uppland; Fasterna"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Uppland"",""locality"":""Sweden. Province Uppland. Fasterna parish, ca. 10 km NW of Rimbo, Rånäs, at cottage Freden. In meadow. Rhizomatuous perennial."",""verbatimLocality"":""Sweden. Province Uppland. Fasterna parish, ca. 10 km NW of Rimbo, Rånäs, at cottage Freden. In meadow. Rhizomatuous perennial."",""decimalLatitude"":""18.32"",""decimalLongitude"":""59.78""}","{""locationDisplayLabel"":""Rimbo, Rånäs, Freden"",""verbatimTokens"":[""Sweden"",""Province Uppland"",""Fasterna parish"",""Rimbo"",""Rånäs"",""Freden""]}"
GBIF,s-fbo,"Sweden, Province Uppland, Fasterna parish, Rimbo, Rånäs, Freden, Annual herb. Flowers white",59.78,18.32,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S10-6983"",""catalogNumber"":""S10-6983"",""higherGeography"":""Europe; Sweden; Uppland; Fasterna"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Uppland"",""locality"":""Sweden. Province Uppland. Fasterna parish, ca. 10 km NW of Rimbo, Rånäs, at cottage Freden. In fallow field. Annual herb. Flowers white."",""verbatimLocality"":""Sweden. Province Uppland. Fasterna parish, ca. 10 km NW of Rimbo, Rånäs, at cottage Freden. In fallow field. Annual herb. Flowers white."",""decimalLatitude"":""18.32"",""decimalLongitude"":""59.78""}","{""locationDisplayLabel"":""Rånäs, Freden, Annual herb. Flowers white"",""verbatimTokens"":[""Sweden"",""Province Uppland"",""Fasterna parish"",""Rimbo"",""Rånäs"",""Freden"",""Annual herb. Flowers white""]}"
GBIF,s-fbo,"Sweden, Province Uppland, Fasterna parish, Rimbo, Rånäs, Freden, Annual herb.",59.78,18.32,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S10-6984"",""catalogNumber"":""S10-6984"",""higherGeography"":""Europe; Sweden; Uppland; Fasterna"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Uppland"",""locality"":""Sweden. Province Uppland. Fasterna parish, ca. 10 km NW of Rimbo, Rånäs, at cottage Freden. In fallow field. Annual herb. Flowers yellow."",""verbatimLocality"":""Sweden. Province Uppland. Fasterna parish, ca. 10 km NW of Rimbo, Rånäs, at cottage Freden. In fallow field. Annual herb. Flowers yellow."",""decimalLatitude"":""18.32"",""decimalLongitude"":""59.78""}","{""locationDisplayLabel"":""Rånäs, Freden, Annual herb."",""verbatimTokens"":[""Sweden"",""Province Uppland"",""Fasterna parish"",""Rimbo"",""Rånäs"",""Freden"",""Annual herb.""]}"
GBIF,s-fbo,"Sweden, Province Uppland, Fasterna parish, Rimbo, Rånäs, Freden",59.78,18.32,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S10-6986"",""catalogNumber"":""S10-6986"",""higherGeography"":""Europe; Sweden; Uppland; Fasterna"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Uppland"",""locality"":""Sweden. Province Uppland. Fasterna parish, ca. 10 km NW of Rimbo, Rånäs, at cottage Freden. In fallow field. Perennial."",""verbatimLocality"":""Sweden. Province Uppland. Fasterna parish, ca. 10 km NW of Rimbo, Rånäs, at cottage Freden. In fallow field. Perennial."",""decimalLatitude"":""18.32"",""decimalLongitude"":""59.78""}","{""locationDisplayLabel"":""Rimbo, Rånäs, Freden"",""verbatimTokens"":[""Sweden"",""Province Uppland"",""Fasterna parish"",""Rimbo"",""Rånäs"",""Freden""]}"
GBIF,s-fbo,"Sweden, Province Uppland, Fasterna parish, Rimbo, Rånäs, Freden",59.78,18.32,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S10-6987"",""catalogNumber"":""S10-6987"",""higherGeography"":""Europe; Sweden; Uppland; Fasterna"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Uppland"",""locality"":""Sweden. Province Uppland. Fasterna parish, ca. 10 km NW of Rimbo, Rånäs, at cottage Freden. In fallow field. Rhizomatuous perennial."",""verbatimLocality"":""Sweden. Province Uppland. Fasterna parish, ca. 10 km NW of Rimbo, Rånäs, at cottage Freden. In fallow field. Rhizomatuous perennial."",""decimalLatitude"":""18.32"",""decimalLongitude"":""59.78""}","{""locationDisplayLabel"":""Rimbo, Rånäs, Freden"",""verbatimTokens"":[""Sweden"",""Province Uppland"",""Fasterna parish"",""Rimbo"",""Rånäs"",""Freden""]}"
GBIF,s-fbo,"Sweden, Province Uppland, Fasterna parish, Rimbo, Rånäs, Freden, Annual herb.",59.78,18.32,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S10-6989"",""catalogNumber"":""S10-6989"",""higherGeography"":""Europe; Sweden; Uppland; Fasterna"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Uppland"",""locality"":""Sweden. Province Uppland. Fasterna parish, ca. 10 km NW of Rimbo, Rånäs, at cottage Freden. In fallow field. Annual herb. Flowers dull pink with purple mouth."",""verbatimLocality"":""Sweden. Province Uppland. Fasterna parish, ca. 10 km NW of Rimbo, Rånäs, at cottage Freden. In fallow field. Annual herb. Flowers dull pink with purple mouth."",""decimalLatitude"":""18.32"",""decimalLongitude"":""59.78""}","{""locationDisplayLabel"":""Rånäs, Freden, Annual herb."",""verbatimTokens"":[""Sweden"",""Province Uppland"",""Fasterna parish"",""Rimbo"",""Rånäs"",""Freden"",""Annual herb.""]}"
GBIF,s-fbo,"Sweden, Province Uppland, Fasterna parish, Rimbo, Rånäs, Freden, Annual herb. Flowers yellow",59.78,18.32,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S10-6990"",""catalogNumber"":""S10-6990"",""higherGeography"":""Europe; Sweden; Uppland; Fasterna"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Uppland"",""locality"":""Sweden. Province Uppland. Fasterna parish, ca. 10 km NW of Rimbo, Rånäs, at cottage Freden. In forest margin. Annual herb. Flowers yellow, bracts violet."",""verbatimLocality"":""Sweden. Province Uppland. Fasterna parish, ca. 10 km NW of Rimbo, Rånäs, at cottage Freden. In forest margin. Annual herb. Flowers yellow, bracts violet."",""decimalLatitude"":""18.32"",""decimalLongitude"":""59.78""}","{""locationDisplayLabel"":""Rånäs, Freden, Annual herb. Flowers yellow"",""verbatimTokens"":[""Sweden"",""Province Uppland"",""Fasterna parish"",""Rimbo"",""Rånäs"",""Freden"",""Annual herb. Flowers yellow""]}"
GBIF,s-fbo,"Sweden, Province Uppland, Fasterna parish, Rimbo, Rånäs, Freden",59.78,18.32,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S10-6991"",""catalogNumber"":""S10-6991"",""higherGeography"":""Europe; Sweden; Uppland; Fasterna"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Uppland"",""locality"":""Sweden. Province Uppland. Fasterna parish, ca. 10 km NW of Rimbo, Rånäs, at cottage Freden. In forest margin. Prostrate perennial herb. Flowers pale violet."",""verbatimLocality"":""Sweden. Province Uppland. Fasterna parish, ca. 10 km NW of Rimbo, Rånäs, at cottage Freden. In forest margin. Prostrate perennial herb. Flowers pale violet."",""decimalLatitude"":""18.32"",""decimalLongitude"":""59.78""}","{""locationDisplayLabel"":""Rimbo, Rånäs, Freden"",""verbatimTokens"":[""Sweden"",""Province Uppland"",""Fasterna parish"",""Rimbo"",""Rånäs"",""Freden""]}"
GBIF,s-fbo,"Sweden, Province Uppland, Fasterna parish, Rimbo, Rånäs, Freden",59.78,18.32,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S10-6992"",""catalogNumber"":""S10-6992"",""higherGeography"":""Europe; Sweden; Uppland; Fasterna"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Uppland"",""locality"":""Sweden. Province Uppland. Fasterna parish, ca. 10 km NW of Rimbo, Rånäs, at cottage Freden. In forest margin. Perennial herb. Flowers red-violet."",""verbatimLocality"":""Sweden. Province Uppland. Fasterna parish, ca. 10 km NW of Rimbo, Rånäs, at cottage Freden. In forest margin. Perennial herb. Flowers red-violet."",""decimalLatitude"":""18.32"",""decimalLongitude"":""59.78""}","{""locationDisplayLabel"":""Rimbo, Rånäs, Freden"",""verbatimTokens"":[""Sweden"",""Province Uppland"",""Fasterna parish"",""Rimbo"",""Rånäs"",""Freden""]}"
GBIF,s-fbo,"Sweden, Province Uppland, Fasterna parish, Rimbo, Rånäs, Freden",59.78,18.32,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S10-6993"",""catalogNumber"":""S10-6993"",""higherGeography"":""Europe; Sweden; Uppland; Fasterna"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Uppland"",""locality"":""Sweden. Province Uppland. Fasterna parish, ca. 10 km NW of Rimbo, Rånäs, at cottage Freden. In meadow. Perennial herb. Flowers white."",""verbatimLocality"":""Sweden. Province Uppland. Fasterna parish, ca. 10 km NW of Rimbo, Rånäs, at cottage Freden. In meadow. Perennial herb. Flowers white."",""decimalLatitude"":""18.32"",""decimalLongitude"":""59.78""}","{""locationDisplayLabel"":""Rimbo, Rånäs, Freden"",""verbatimTokens"":[""Sweden"",""Province Uppland"",""Fasterna parish"",""Rimbo"",""Rånäs"",""Freden""]}"
GBIF,s-fbo,"Sweden, Province Uppland, Fasterna parish, Rimbo, Rånäs, Freden",59.78,18.32,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S10-6994"",""catalogNumber"":""S10-6994"",""higherGeography"":""Europe; Sweden; Uppland; Fasterna"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Uppland"",""locality"":""Sweden. Province Uppland. Fasterna parish, ca. 10 km NW of Rimbo, Rånäs, at cottage Freden. In meadow. Perennial herb. Flowers whitish."",""verbatimLocality"":""Sweden. Province Uppland. Fasterna parish, ca. 10 km NW of Rimbo, Rånäs, at cottage Freden. In meadow. Perennial herb. Flowers whitish."",""decimalLatitude"":""18.32"",""decimalLongitude"":""59.78""}","{""locationDisplayLabel"":""Rimbo, Rånäs, Freden"",""verbatimTokens"":[""Sweden"",""Province Uppland"",""Fasterna parish"",""Rimbo"",""Rånäs"",""Freden""]}"
GBIF,s-fbo,"Sweden, Province Uppland, Fasterna parish, Rimbo, Rånäs, Freden",59.78,18.32,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S10-6995"",""catalogNumber"":""S10-6995"",""higherGeography"":""Europe; Sweden; Uppland; Fasterna"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Uppland"",""locality"":""Sweden. Province Uppland. Fasterna parish, ca. 10 km NW of Rimbo, Rånäs, at cottage Freden. In meadow. Perennial herb. Flowers brownish. Anthers cream."",""verbatimLocality"":""Sweden. Province Uppland. Fasterna parish, ca. 10 km NW of Rimbo, Rånäs, at cottage Freden. In meadow. Perennial herb. Flowers brownish. Anthers cream."",""decimalLatitude"":""18.32"",""decimalLongitude"":""59.78""}","{""locationDisplayLabel"":""Rimbo, Rånäs, Freden"",""verbatimTokens"":[""Sweden"",""Province Uppland"",""Fasterna parish"",""Rimbo"",""Rånäs"",""Freden""]}"
GBIF,s-fbo,"Sweden, Province Uppland, Fasterna parish, Rimbo, Rånäs, Freden",59.78,18.32,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S10-6972"",""catalogNumber"":""S10-6972"",""higherGeography"":""Europe; Sweden; Uppland; Fasterna"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Uppland"",""locality"":""Sweden. Province Uppland. Fasterna parish, ca. 10 km NW of Rimbo, Rånäs, at cottage Freden."",""verbatimLocality"":""Sweden. Province Uppland. Fasterna parish, ca. 10 km NW of Rimbo, Rånäs, at cottage Freden."",""decimalLatitude"":""18.32"",""decimalLongitude"":""59.78""}","{""locationDisplayLabel"":""Rimbo, Rånäs, Freden"",""verbatimTokens"":[""Sweden"",""Province Uppland"",""Fasterna parish"",""Rimbo"",""Rånäs"",""Freden""]}"
GBIF,s-fbo,"Sweden, Province Uppland, Fasterna parish, Rimbo, Rånäs, Freden",59.78,18.32,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S10-6996"",""catalogNumber"":""S10-6996"",""higherGeography"":""Europe; Sweden; Uppland; Fasterna"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Uppland"",""locality"":""Sweden. Province Uppland. Fasterna parish, ca. 10 km NW of Rimbo, Rånäs, at cottage Freden. In meadow. Perennial herb. Flowers red-violet."",""verbatimLocality"":""Sweden. Province Uppland. Fasterna parish, ca. 10 km NW of Rimbo, Rånäs, at cottage Freden. In meadow. Perennial herb. Flowers red-violet."",""decimalLatitude"":""18.32"",""decimalLongitude"":""59.78""}","{""locationDisplayLabel"":""Rimbo, Rånäs, Freden"",""verbatimTokens"":[""Sweden"",""Province Uppland"",""Fasterna parish"",""Rimbo"",""Rånäs"",""Freden""]}"
GBIF,s-fbo,"Sweden, Province Uppland, Fasterna parish, Rimbo, Rånäs, Freden",59.78,18.32,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S10-6971"",""catalogNumber"":""S10-6971"",""higherGeography"":""Europe; Sweden; Uppland; Fasterna"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Uppland"",""locality"":""Sweden. Province Uppland. Fasterna parish, ca. 10 km NW of Rimbo, Rånäs, at cottage Freden. In forest margin. Perennial."",""verbatimLocality"":""Sweden. Province Uppland. Fasterna parish, ca. 10 km NW of Rimbo, Rånäs, at cottage Freden. In forest margin. Perennial."",""decimalLatitude"":""18.32"",""decimalLongitude"":""59.78""}","{""locationDisplayLabel"":""Rimbo, Rånäs, Freden"",""verbatimTokens"":[""Sweden"",""Province Uppland"",""Fasterna parish"",""Rimbo"",""Rånäs"",""Freden""]}"
GBIF,s-fbo,"Sweden, Province Uppland, Fasterna parish, Rimbo, Rånäs, Freden, Meadow",59.78,18.32,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S10-6969"",""catalogNumber"":""S10-6969"",""higherGeography"":""Europe; Sweden; Uppland; Fasterna"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Uppland"",""locality"":""Sweden. Province Uppland. Fasterna parish, ca. 10 km NW of Rimbo, Rånäs, at cottage Freden. Meadow. Perennial herb. Flowers yellow."",""verbatimLocality"":""Sweden. Province Uppland. Fasterna parish, ca. 10 km NW of Rimbo, Rånäs, at cottage Freden. Meadow. Perennial herb. Flowers yellow."",""decimalLatitude"":""18.32"",""decimalLongitude"":""59.78""}","{""locationDisplayLabel"":""Rånäs, Freden, Meadow"",""verbatimTokens"":[""Sweden"",""Province Uppland"",""Fasterna parish"",""Rimbo"",""Rånäs"",""Freden"",""Meadow""]}"
GBIF,s-fbo,"Sweden, Province Uppland, Stockholm, Riddersvik mansion, Lake Mälaren, Annual herb to, Flowers white",59.38,17.79,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S10-6955"",""catalogNumber"":""S10-6955"",""higherGeography"":""Europe; Sweden; Uppland; Stockholm"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Uppland"",""locality"":""Sweden. Province Uppland. Stockholm. Riddersvik mansion at Lake Mälaren. Deciduous forest margin near the shore. Annual herb to 50 cm tall. Flowers white."",""verbatimLocality"":""Sweden. Province Uppland. Stockholm. Riddersvik mansion at Lake Mälaren. Deciduous forest margin near the shore. Annual herb to 50 cm tall. Flowers white."",""decimalLatitude"":""17.79"",""decimalLongitude"":""59.38""}","{""locationDisplayLabel"":""Lake Mälaren, Annual herb to, Flowers white"",""verbatimTokens"":[""Sweden"",""Province Uppland"",""Stockholm"",""Riddersvik mansion"",""Lake Mälaren"",""Annual herb to"",""Flowers white""]}"
GBIF,s-fbo,"Sweden, Province Uppland, Stockholm, Riddersvik mansion, Lake Mälaren",59.38,17.79,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S10-6956"",""catalogNumber"":""S10-6956"",""higherGeography"":""Europe; Sweden; Uppland; Stockholm"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Uppland"",""locality"":""Sweden. Province Uppland. Stockholm. Riddersvik mansion at Lake Mälaren. Deciduous forest margin near the shore. Perennial herb to 50 cm tall. Flowers brownish. Foliage foetid."",""verbatimLocality"":""Sweden. Province Uppland. Stockholm. Riddersvik mansion at Lake Mälaren. Deciduous forest margin near the shore. Perennial herb to 50 cm tall. Flowers brownish. Foliage foetid."",""decimalLatitude"":""17.79"",""decimalLongitude"":""59.38""}","{""locationDisplayLabel"":""Stockholm, Riddersvik mansion, Lake Mälaren"",""verbatimTokens"":[""Sweden"",""Province Uppland"",""Stockholm"",""Riddersvik mansion"",""Lake Mälaren""]}"
GBIF,s-fbo,"Sweden, Province Uppland, Stockholm, Riddersvik mansion, Lake Mälaren",59.38,17.79,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S10-6957"",""catalogNumber"":""S10-6957"",""higherGeography"":""Europe; Sweden; Uppland; Stockholm"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Uppland"",""locality"":""Sweden. Province Uppland. Stockholm. Riddersvik mansion at Lake Mälaren. Deciduous forest margin and cliffs near the shore. Perennial herb to 15 cm tall. Flowers blue."",""verbatimLocality"":""Sweden. Province Uppland. Stockholm. Riddersvik mansion at Lake Mälaren. Deciduous forest margin and cliffs near the shore. Perennial herb to 15 cm tall. Flowers blue."",""decimalLatitude"":""17.79"",""decimalLongitude"":""59.38""}","{""locationDisplayLabel"":""Stockholm, Riddersvik mansion, Lake Mälaren"",""verbatimTokens"":[""Sweden"",""Province Uppland"",""Stockholm"",""Riddersvik mansion"",""Lake Mälaren""]}"
GBIF,s-fbo,"Sweden, Province Uppland, Stockholm, Riddersvik mansion, Lake Mälaren",59.38,17.79,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S10-6958"",""catalogNumber"":""S10-6958"",""higherGeography"":""Europe; Sweden; Uppland; Stockholm"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Uppland"",""locality"":""Sweden. Province Uppland. Stockholm. Riddersvik mansion at Lake Mälaren. At the shore. Tree to six m tall."",""verbatimLocality"":""Sweden. Province Uppland. Stockholm. Riddersvik mansion at Lake Mälaren. At the shore. Tree to six m tall."",""decimalLatitude"":""17.79"",""decimalLongitude"":""59.38""}","{""locationDisplayLabel"":""Stockholm, Riddersvik mansion, Lake Mälaren"",""verbatimTokens"":[""Sweden"",""Province Uppland"",""Stockholm"",""Riddersvik mansion"",""Lake Mälaren""]}"
GBIF,s-fbo,"Sweden, Province Uppland, Stockholm, Riddersvik mansion, Lake Mälaren",59.38,17.79,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S10-6959"",""catalogNumber"":""S10-6959"",""higherGeography"":""Europe; Sweden; Uppland; Stockholm"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Uppland"",""locality"":""Sweden. Province Uppland. Stockholm. Riddersvik mansion at Lake Mälaren. On dry siliceous rock near the shore. Tufted perennial."",""verbatimLocality"":""Sweden. Province Uppland. Stockholm. Riddersvik mansion at Lake Mälaren. On dry siliceous rock near the shore. Tufted perennial."",""decimalLatitude"":""17.79"",""decimalLongitude"":""59.38""}","{""locationDisplayLabel"":""Stockholm, Riddersvik mansion, Lake Mälaren"",""verbatimTokens"":[""Sweden"",""Province Uppland"",""Stockholm"",""Riddersvik mansion"",""Lake Mälaren""]}"
GBIF,s-fbo,"Sweden, Province Uppland, Stockholm, Riddersvik mansion, Lake Mälaren, Annual herb.",59.38,17.79,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S10-6960"",""catalogNumber"":""S10-6960"",""higherGeography"":""Europe; Sweden; Uppland; Stockholm"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Uppland"",""locality"":""Sweden. Province Uppland. Stockholm. Riddersvik mansion at Lake Mälaren. In Pinys sylvestris-Deschampsia flexuosa forest near the shore. Annual herb. Flowers cream with yellow mouth."",""verbatimLocality"":""Sweden. Province Uppland. Stockholm. Riddersvik mansion at Lake Mälaren. In Pinys sylvestris-Deschampsia flexuosa forest near the shore. Annual herb. Flowers cream with yellow mouth."",""decimalLatitude"":""17.79"",""decimalLongitude"":""59.38""}","{""locationDisplayLabel"":""Riddersvik mansion, Lake Mälaren, Annual herb."",""verbatimTokens"":[""Sweden"",""Province Uppland"",""Stockholm"",""Riddersvik mansion"",""Lake Mälaren"",""Annual herb.""]}"
GBIF,s-fbo,"Sweden, Province Uppland, Stockholm, Riddersvik mansion, Lake Mälaren",59.38,17.79,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S10-6961"",""catalogNumber"":""S10-6961"",""higherGeography"":""Europe; Sweden; Uppland; Stockholm"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Uppland"",""locality"":""Sweden. Province Uppland. Stockholm. Riddersvik mansion at Lake Mälaren. On dry siliceous cliff near the shore. Rhizomatuous perennial."",""verbatimLocality"":""Sweden. Province Uppland. Stockholm. Riddersvik mansion at Lake Mälaren. On dry siliceous cliff near the shore. Rhizomatuous perennial."",""decimalLatitude"":""17.79"",""decimalLongitude"":""59.38""}","{""locationDisplayLabel"":""Stockholm, Riddersvik mansion, Lake Mälaren"",""verbatimTokens"":[""Sweden"",""Province Uppland"",""Stockholm"",""Riddersvik mansion"",""Lake Mälaren""]}"
GBIF,s-fbo,"Sweden, Province Uppland, Stockholm, Riddersvik mansion, Lake Mälaren",59.38,17.79,"{""institutionCode"":""S"",""collectionCode"":""VascularPlants"",""occurrenceID"":""S:VascularPlants:S10-6962"",""catalogNumber"":""S10-6962"",""higherGeography"":""Europe; Sweden; Uppland; Stockholm"",""continent"":""Europe"",""country"":""Sweden"",""countryCode"":""SE"",""stateProvince"":""Uppland"",""locality"":""Sweden. Province Uppland. Stockholm. Riddersvik mansion at Lake Mälaren. In wet depressions on otherwise dry siliceous cliff near the shore. Flowers white."",""verbatimLocality"":""Sweden. Province Uppland. Stockholm. Riddersvik mansion at Lake Mälaren. In wet depressions on otherwise dry siliceous cliff near the shore. Flowers white."",""decimalLatitude"":""17.79"",""decimalLongitude"":""59.38""}","{""locationDisplayLabel"":""Stockholm, Riddersvik mansion, Lake Mälaren"",""verbatimTokens"":[""Sweden"",""Province Uppland"",""Stockholm"",""Riddersvik mansion"",""Lake Mälaren""]}"
